LOC_ID	METER NO.    CTR     PTR	     PLACE OF INSTALLATION
ET-12   ER-1105-A    1000    3.7727272    415 V  SIDE OF 33/0.415 SUBHASGRAM(PG) TERTIARY BAY(PG) ICT-1
ET-13   ER-1115-A    400     1200.0000    132 KV BARIPADA(PG)-BHOGRAI(GRIDCO) LINE
ET-14   ER-1251-A    50      300.00000    33  KV SIDE OF 33/0.415 RANCHI(PG) TERTIARY TRF(PG)
ET-15   ER-1254-A    50      300.00000    33  KV SIDE OF 33/0.415 CHAIBASA(PG) TERTIARY TRF(PG)
ET-16   ER-1059-A    2000    3636.3636    400 KV SIDE OF SUNDERGARH(PG)-STERLITE-1(MAIN)
ET-17   ER-1057-A    2000    3636.3636    400 KV SIDE OF SUNDERGARH(PG)-STERLITE-1(CHECK)
ET-18   ER-1058-A    2000    3636.3636    400 KV SIDE OF SUNDERGARH(PG)-STERLITE-2(MAIN)
ET-19   ER-1051-A    2000    3636.3636    400 KV SIDE OF SUNDERGARH(PG)-STERLITE-2(CHECK)
ET-20   ER-1215-A    50      300.00000    33  KV SIDE OF 33/0.415 JAMSHEDPUR(PG)(PG) TER TRF
ET-21   ER-1153-A    3000    3636.3636    400 KV KISHANGANJ(PG)-RANGPO(PG) LINE-1
ET-22   ER-1160-A    3000    3636.3636    400 KV KISHANGANJ(PG)-RANGPO(PG) LINE-2
ET-23   ER-1117-A    2000    3636.3636    400 KV SUNDERGARH(PG)-OPGC-1
ET-24   ER-1119-A    2000    3636.3636    400 KV SUNDERGATH(PG)-OPGC-2
ET-25   ER-1099-A    800     2000.0000    220 KV PANDIABILI(PG)-ATRI(GRIDCO)-2
ET-26   NP-8052-A    800     2000.0000    220 KV PANDIABILI(PG)-SAMANGARA(GRIDCO)-2
ET-27   ER-1002-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-JIGMELING(BHUTAN) (PUNATSANGCHUN) LINE-1
ET-28   ER-1004-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-JIGMELING(BHUTAN) (PUNATSANGCHUN) LINE-2
ET-29   ER-1021-A    2000    6954.5455    765 KV SIDE OF SUNDERGARH(PG)-DAHARAMJAYGARH(WR) LINE-1
ET-30   ER-1067-A    2000    6954.5455    765 KV SIDE OF SUNDERGARH(PG)-DAHARAMJAYGARH(WR) LINE-2
ET-31   ER-1061-A    2000    3636.3636    400 KV SUNDERGARH(PG)-RAIGARH(WR)-3
ET-32   ER-1070-A    2000    3636.3636    400 KV SUNDERGARH(PG)-RAIGARH(WR)-4
ET-33   ER-1065-A    2000    3636.3636    400 KV SUNDERGARH(PG)-ROURKELLA(PG)-3
ET-34   ER-1064-A    2000    3636.3636    400 KV SUNDERGARH(PG)-ROURKELLA(PG)-4
ET-35   ER-1217-A    2000    3636.3636    400 KV SASARAM(PG)-DALTAONGANJ(PG)-1
ET-36   ER-1218-A    2000    3636.3636    400 KV SASARAM(PG)-DALTAONGANJ(PG)-2
ET-37   ER-1195-A    2000    3636.3636    400 KV DALTONGANJ(PG)-SASARAM(PG)-1
ET-38   ER-1192-A    2000    3636.3636    400 KV DALTONGANJ(PG)-SASARAM(PG)-2
ET-39   ER-1197-A    600     3636.3636    400 KV SIDE OF 315 MVA DALTONGANJ(PG) ICT-1
ET-40   ER-1196-A    800     2000.0000    220 KV SIDE OF 160 MVA 220/132 DALTONGANJ(PG) ICT-1
ET-41   ER-1199-A    400     1200.0000    132 KV DALTONGANJ(PG)-DALTONGANJ(JUVNL)-1
ET-42   ER-1193-A    400     1200.0000    132 KV DALTONGANJ(PG)-DALTONGANJ(JUVNL)-2
ET-43   ER-1262-A    2000    3636.3636    400 KV GAYA(PG)-CHANDAUTI(PG)-1
ET-44   ER-1261-A    2000    3636.3636    400 KV GAYA(PG)-CHANDAUTI(PG)-2
ET-45   ER-1044-A    800     2000.0000    220 KV ALIPURDUAR(PG)-ALIPURDUAR(WB)-1
ET-46   ER-1047-A    800     2000.0000    220 KV ALIPURDUAR(PG)-ALIPURDUAR(WB)-2
ET-47   ER-1231-A    1000    3636.3636    400 KV SIDE OF 500 MVA 400/220 PATNA(PG) ICT-3
ET-48   ER-1232-A    1600    2000.0000    220 KV SIDE OF 500 MVA 400/220 PATNA(PG) ICT-3
ET-49   ER-1069-A    50      300.00000    33  KV SIDE OF ROURKELLA(PG) TERTIARY T/F FOR STATCOM
ET-50   ER-1048-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-BINAGURI(PG)-3
ET-51   ER-1049-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-BINAGURI(PG)-4
ET-52   ER-1508-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-JIGMELING(BHUTAN)-1
ET-53   ER-1507-A    3000    3636.3636    400 KV ALIPURDUAR(PG)-JIGMELING(BHUTAN)-2
ET-54   NP-8862-A    1600    2000.0000    220 KV PATNA(PG)-SIPARA(BSPTCL) LINE-3
ET-55   ER-1191-A    800     2000.0000    220 KV SIDE OF 160 MVA 220/132 DALTONGANJ(PG) ICT-2
ET-56   ER-1155-A    50      300.00000    33  KV SIDE OF 33/0.433 KV 630KVA DALTONGANJ(PG) TERTIARY T/F
ET-57   ER-1178-A    2000    3636.3636    400 KV PURNEA(PG)-FARAKKA(NTPC)
ET-58   ER-1180-A    2000    3636.3636    400 KV PURNEA(PG)-GOKARNA(WB)
ET-59   ER-1084-A    100     325.45455    35.8 KV SIDE OF 35.8/415 ROURKELA(PG) STATCOM AUX TF
ET-60   ER-1050-A    3000    3636.3636    400 KV SIDE OF 400/35.8 ROURKELA(PG) STATCOM COUPL T/F
ET-61   ER-1375-A    800     2000.0000    220 KV GAYA(PG)-KHIZIRSARAI(BSPTCL)LINE-1
ET-62   ER-1380-A    800     2000.0000    220 KV GAYA(PG)-KHIZIRSARAI(BSPTCL)LINE-2
ET-63   ER-1597-A    2000    3636.3636    400 KV SIDE OF 400/28 JEYPORE(PG) STATCOM COUPL T/F
ET-64   ER-1600-A    50      300.00000    33  KV SIDE OF 33/433 JEYPORE(PG) TERTIARY T/F-2(STATCOM AUX)
ET-65   ER-1599-A    100     254.54545    28  KV SIDE OF JEYPORE(PG) 28/433 T/F (STATCOM AUX)
ET-66   ER-1372-A    3000    3636.3636    400 KV SIDE OF 400/35.8 RANCHI NEW(PG) STATCOM COUPL T/F
ET-67   ER-1379-A    50      300.00000    33  KV SIDE OF 33/415  RANCHI NEW(PG) TERTIARY T/F-2(STATCOM AUX)   
ET-68   ER-1378-A    100     325.45455    35.8 KV SIDE OF 35.8/415 RANCHI NEW(PG) STATCOM STATCOM AUX TF
ET-69   ER-1536-A    1600    2000.0000    220 KV SIDE OF MALDA(PG) 400/220 500 MVA ICT-3
ET-70   ER-1531-A    1600    2000.0000    220 KV SIDE OF MALDA(PG) 400/220 500 MVA ICT-5
ET-71   ER-1466-A    800     2000.0000    220 KV SIDE OF 220/132 MALDA(PG) 160 MVA ICT-1
ET-72   ER-1512-A    800     2000.0000    220 KV SIDE OF 220/132 MALDA(PG) 160 MVA ICT-2
ET-73   ER-1082-A    800     1200.0000    132 KV SIDE OF 220/132 MALDA(PG) 50  MVA ICT-4
ET-74   ER-1539-A    600     3636.3636    400 KV SIDE OF 400/220KV 315 MVA BINAGURI(PG)-ICT-2
ET-75   ER-1544-A    1000    2000.0000    220 KV SIDE OF 400/220 315 MVA SUBHASGRAM(PG) ICT-1
ET-76   ER-1647-A    1000    2000.0000    220 KV SIDE OF 400/220 315 MVA SUBHASGRAM(PG) ICT-2
ET-77   NP-7846-A    2000    6954.5455    765 KV SIDE OF RANCHI NEW(PG) 765/400 KV 1500MVA ICT-2
ET-78   ER-1045-A    1000    2000.0000    220 KV SIDE OF 400/220 500 MVA MAITHON(PG) ICT-1
ET-79   ER-1010-A    1000    2000.0000    220 KV SIDE OF 400/220 500 MVA MAITHON(PG) ICT-2
ET-80   ER-1491-A    1000    2000.0000    220 KV SIDE OF 400/220 DURGAPUR(PG) 315MVA ICT-1
ET-81   ER-1496-A    1000    2000.0000    220 KV SIDE OF 400/220 DURGAPUR(PG) 315MVA ICT-2
ET-82   ER-1206-A    800     1200.0000    132 KV DALTONGANJ(PG)-CHATARPUR(JUVNL)-1
ET-83   ER-1152-A    800     1200.0000    132 KV DALTONGANJ(PG)-CHATARPUR(JUVNL)-2
ET-84   ER-1639-A    800     2000.0000    220 KV SIDE OF 50 MVA MALDA(PG) 220/132 ICT-4
ET-85   ER-1580-A    1600    2000.0000    220 KV SIDE OF ROURKELA(PG) 400/220KV 630MVA  ICT-1 AND ICT-3
ET-86   ER-2080-A    1600    2000.0000    220 KV SIDE OF ROURKELA(PG) 400/220KV 630MVA  ICT-2 AND ICT-4
ET-87   ER-1493-A    800     2000.0000    220 KV SIDE OF 160 MVA SILIGURI(PG) 220/132 ICT-1
ET-88   ER-1500-A    800     2000.0000    220 KV SIDE OF 160 MVA SILIGURI(PG) 220/132 ICT-2
ET-89   ER-1566-A    1600    2000.0000    220 KV SIDE OF 400/220 315 MVA JEYPORE(PG) ICT-2 AND ICT-4
ET-90   ER-1570-A    2000    2000.0000    220 KV SIDE OF 400/220 315 MVA JEYPORE(PG) ICT-1 AND ICT-3
ET-91   ER-1098-A    1600    2000.0000    220 KV SIDE OF 400/220 500 MVA PANDIABILI(PG) ICT-1
ET-92   ER-1591-A    1600    2000.0000    220 KV SIDE OF 400/220 500 MVA PANDIABILI(PG) ICT-2
ET-93   ER-1201-A    1600    2000.0000    220 KV DALTONGANJ(PG)-GARWA(JUVNL)-1
ET-94   ER-1205-A    1600    2000.0000    220 KV DALTONGANJ(PG)-GARWA(JUVNL)-2
ET-97   ER-1593-A    800     2000.0000    220 KV SIDE OF RENGALI (PG) 400/220 KV 315MVA ICT-1
ET-98   ER-1581-A    800     2000.0000    220 KV SIDE OF RENGALI (PG) 400/220 KV 315MVA ICT-2
ET-99   ER-1348-A    800     2000.0000    220 KV NEW PURNEA(PG)-KHAGARIA(BSPTCL)-1
EG-01   ER-1376-A    800     2000.0000    220 KV NEW PURNEA(PG)-KHAGARIA(BSPTCL)-2
EG-02   ER-1343-A    50      300.00000    33  KV SIDE OF PURNEA(PG) 33/0.415 TERTIARY OF 160 MVA ICT-1
EG-03   ER-1573-A    1000    2000.0000    220 KV SIDE BOLANGIR(PG) 400/220 KV 500 MVA ICT-1
EG-04   ER-1350-A    1000    1200.0000    132 KV SIDE OF 400/132 200 MVA BANKA(PG) ICT-1
EG-05   ER-1341-A    1000    1200.0000    132 KV SIDE OF 400/132 200 MVA BANKA(PG) ICT-2
EG-06   NP-8656-A    1600    2000.0000    220 KV MUZAFFARPUR(PG)-KBUNL(MTPS) LINE-3
EG-07   NP-8719-A    1600    2000.0000    220 KV MUZAFFARPUR(PG)-KBUNL(MTPS) LINE-4
EG-08   ER-1359-A    800     1200.0000    132 KV SIDE OF 220/132 160 MVA PURNEA(PG)(OLD) ICT-1
EG-09   ER-1351-A    800     1200.0000    132 KV SIDE OF 220/132 160 MVA PURNEA(PG)(OLD) ICT-2
EG-10   ER-1352-A    800     1200.0000    132 KV SIDE OF 220/132 160 MVA PURNEA(PG)(OLD) ICT-3
EG-11   ER-1354-A    500     1200.0000    132 KV SIDE OF 220/132 100 MVA ARAH(PG) ICT-1
EG-12   ER-1353-A    500     1200.0000    132 KV SIDE OF 220/132 100 MVA ARAH(PG) ICT-2
EG-13   ER-1357-A    800     1200.0000    132 KV SIDE OF 220/132 160 MVA ARAH(PG) ICT-3
EG-14   ER-1433-A    1000    1200.0000    132 KV SIDE OF 400/132 200 MVA LAKHISARAI(PG) ICT-1
EG-15   ER-1346-A    1000    1200.0000    132 KV SIDE OF 400/132 200 MVA LAKHISARAI(PG) ICT-2
EG-16   ER-1415-A    1000    2000.0000    220 KV SIDE OF 400/220 315 MVA CHAIBASA(PG) ICT-2
EG-17   ER-1420-A    1000    2000.0000    220 KV SIDE OF 400/220 315 MVA CHAIBASA(PG) ICT-1 
EG-18   ER-1434-A    800     2000.0000    220 KV SIDE OF 400/220 315 MVA DALTONGANJ(PG) ICT-1
EG-19   ER-1431-A    800     1200.0000    132 KV SIDE OF 220/132 160 MVA DALTONGANJ(PG) ICT-1
EG-20   ER-1432-A    800     1200.0000    132 KV SIDE OF 220/132 160 MVA DALTONGANJ(PG) ICT-2
EG-21   ER-1576-A    1600    2000.0000    220 KV SIDE OF 400/220 500 MVA BARIPADA(PG) ICT-3
EG-22   ER-1578-A    800     2000.0000    220 KV SIDE OF 400/220 315 MVA BARIPADA(PG) ICT-1
EG-23   ER-1574-A    800     2000.0000    220 KV SIDE OF 400/220 315 MVA BARIPADA(PG) ICT-2
EG-24   ER-1317-A    600     3636.3636    400 KV SIDE OF 315 MVA DALTONGANJ(PG) ICT-2
EG-25   ER-1435-A    800     2000.0000    220 KV SIDE OF 315 MVA DALTONGANJ(PG) ICT-2
EG-26   ER-1480-A    50      300.00000    33  KV SIDE of SUBHASGRAM(PG) TERTIARY-1 STANDBY(315MVA ICT#1)
EG-27   ER-1163-A    1000    2000.0000    220 KV SIDE OF GAYA(PG) 400/220 315 MVA ICT-2
EG-28   ER-1214-A    1600    2000.0000    220 KV SIDE OF GAYA(PG) 400/220 500 MVA ICT-1
EG-29   ER-1482-A    800     2000.0000    220 KV SIDE OF BIRPARA(PG) 220/132 ICT-1
EG-30   ER-1485-A    800     2000.0000    220 KV SIDE OF BIRPARA(PG) 220/132 ICT-2
EG-31   ER-1318-A    1600    2000.0000    220 KV SIDE OF PUSAULI(PG) 500 MVA 400/220 ICT-2
EG-32   ER-1553-A    600     3636.3636    400 KV SIDE OF BARIPADA(PG) 400/220 315 MVA ICT-1
EG-33   ER-1746-A    600     3636.3636    400 KV SIDE OF BARIPADA(PG) 400/220 315 MVA ICT-2
EG-34   ER-1577-A    1000    2000.0000    220 KV SIDE BOLANGIR(PG) 400/220KV 500 MVA ICT-2
EG-35   ER-1356-A    1600    2000.0000    220 KV SIDE OF 500 MVA PURNEA(PG) 400/220 ICT-1
EG-36   ER-1360-A    1600    2000.0000    220 KV SIDE OF 500 MVA PURNEA(PG) 400/220 ICT-2
EG-37   ER-1319-A    1600    2000.0000    220 KV SIDE OF PUSAULI(PG) 500 MVA 400/220 ICT-1
EG-38   ER-1330-A    1600    2227.2727    220 KV SIDE OF KISHANGANJ(PG) 500 MVA 400/220 ICT-1
EG-39   ER-1438-A    1600    2227.2727    220 KV SIDE OF KISHANGANJ(PG) 500 MVA 400/220 ICT-2
EG-40   ER-1588-A    1000    2000.0000    220 KV SIDE OF KEONJHAR(PG) 315 MVA 400/220 ICT-1
EG-41   ER-1590-A    1000    2000.0000    220 KV SIDE OF KEONJHAR(PG) 315 MVA 400/220 ICT-2
EG-42   ER-1558-A    800     1200.0000    132 KV SIDE OF BARIPADA(PG) 160 MVA 220/132 ICT-1
EG-43   ER-1559-A    800     1200.0000    132 KV SIDE OF BARIPADA(PG) 160 MVA 220/132 ICT-2
EG-44   ER-1355-A    1600    2000.0000    220 KV SIDE OF 220/132 160 MVA PURNEA(PG)(OLD) ICT-1
EG-45   ER-1358-A    1600    2000.0000    220 KV SIDE OF 220/132 160 MVA PURNEA(PG)(OLD) ICT-2
EG-46   ER-1436-A    600     2000.0000    220 KV SIDE OF 220/132 160 MVA PURNEA(PG)(OLD) ICT-3
EG-47   ER-1448-A    2000    6954.5455    765 KV SIDE OF 765/400 1500 MVA GAYA(PG) ICT-4
EG-48   ER-1449-A    3000    3636.3636    400 KV SIDE OF 765/400 1500 MVA GAYA(PG) ICT-4
EG-49   ER-1442-A    1000    3636.3636    400 KV SIDE OF 400/220 500  MVA GAYA(PG) ICT-3
EG-50   ER-1447-A    1600    2000.0000    220 KV SIDE OF 400/220 500  MVA GAYA(PG) ICT-3
EG-51   ER-1552-A    1600    2000.0000    220 KV KEONJHAR(PG)-KEONJHAR(GRIDCO) LINE-1
EG-52   ER-1551-A    1600    2000.0000    220 KV KEONJHAR(PG)-KEONJHAR(GRIDCO) LINE-2
EG-53   ER-1554-A    2000    6954.5455    765 KV ANGUL(PG)-SUNDERGARH(PG) LINE-3
EG-54   ER-1557-A    2000    6954.5455    765 KV ANGUL(PG)-SUNDERGARH(PG) LINE-4
EG-55   ER-1221-A    2000    3636.3636    400 KV RANCHI NEW(PG)-PATRATU NEW(JUVNL) LINE-1
EG-56   ER-1230-A    2000    3636.3636    400 KV RANCHI NEW(PG)-PATRATU NEW(JUVNL) LINE-2
EG-57   ER-1451-A    2000    3636.3636    400 KV RAJARHAT(PG)-SUBHASHGRAM(PG)
EG-58   ER-1703-A    2000    3636.3636    400 KV RAJARHAT(PG)-JEERAT(WB)
EG-59   ER-1526-A    1000    3636.3636    400 KV SIDE OF RAJARHAT(PG) 400/220 500 MVA ICT-1
EG-60   ER-1538-A    1600    2000.0000    220 KV SIDE OF RAJARHAT(PG) 400/220 500 MVA ICT-1
EG-61   ER-1529-A    1600    2000.0000    220 KV RAJARHAT(PG)-JEERAT(WB)-1
EG-62   ER-1694-A    1600    2000.0000    220 KV RAJARHAT(PG)-JEERAT(WB)-2
EG-63   ER-1734-A    1600    2000.0000    220 KV RAJARHAT(PG)-NEWTOWN AA-3(WB)-2
EG-64   ER-1527-A    1600    2000.0000    220 KV RAJARHAT(PG)-NEWTOWN AA-3(WB)-1
EG-65   ER-1151-A    2000    3636.3636    400 KV SIDE OF 400/35.8 KISHANGANJ(PG) STATCOM COUPL T/F
EG-66   NP-6016-B    20      3.7727272    415 V  SIDE OF 11/0.415 PUSAULI(PG) 63 KVA(ST LIGHT) T/F -1
EG-67   ER-1322-A    2000    3636.3636    400 KV KISHANGANJ(PG)-SAHARSHA(PMTL)-3
EG-68   ER-1444-A    2000    3636.3636    400 KV KISHANGANJ(PG)-SAHARSHA(PMTL)-4
EG-69   ER-1323-A    50      300.00000    33  KV SIDE OF KISHANGANJ(PG) TERTIARY T/F-1
EG-70   ER-1522-A    1600    2000.0000    220 KV RAJARHAT(PG)-NEWTOWN AA-2(WB)-1
EG-71   ER-1708-A    1600    2000.0000    220 KV RAJARHAT(PG)-NEWTOWN AA-2(WB)-2
EG-72   ER-1081-A    1000    3.7727272    415 V  SIDE of MALDA(PG) TERTIARY-1(500MVA ICT#3)
EG-73   ER-1721-A    2000    3636.3636    400 KV BINAGURI(PG)-ALIPURDUAR(PG)-3
EG-74   ER-1497-A    2000    3636.3636    400 KV BINAGURI(PG)-ALIPURDUAR(PG)-4
EG-75   ER-1756-A    3000    6954.5455    765 KV SUNDERGARH(PG)-RAIPUR PG(WR)-1
EG-76   ER-1757-A    3000    6954.5455    765 KV SUNDERGARH(PG)-RAIPUR PG(WR)-2
EG-77   ER-1963-A    800     2000.0000    220 KV PATNA(PG)-KHAGAUL(BSPHCL)-3
EG-78   ER-1962-A    800     2000.0000    220 KV PATNA(PG)-KHAGAUL(BSPHCL)-2
EG-79   ER-1723-A    600     3636.3636    400 KV SIDE OF DURGAPUR(PG) 400/220 KV 315 MVA ICT-3
EG-80   ER-1722-A    1000    2000.0000    220 KV SIDE OF DURGAPUR(PG) 400/220 KV 315 MVA ICT-3
EG-81   ER-1642-A    2000    3636.3636    400 KV RAJARAHAT(PG)-GOKARNA(WB)
EG-82   ER-1648-A    2000    3636.3636    400 KV RAJARAHAT(PG)-FARAKKA(NTPC)
EG-83   ER-1650-A    1000    3636.3636    400 KV SIDE OF RAJARHAT(PG) 400/220 500 MVA ICT-2
EG-84   ER-1641-A    1600    2000.0000    220 KV SIDE OF RAJARHAT(PG) 400/220 500 MVA ICT-2
EG-85   ER-1616-A    50      300.0000     33  KV SIDE OF 400/220/33KV RAJARAHAT(PG) TERTIARY 500MVA TRF-2
EG-86   ER-1445-A    100     254.54545    28  KV SIDE OF 28/415 KISHANGANJ(PG) STATCOM AUX TF
EG-87   ER-1213-A    3000    3636.3636    400 KV GAYA(PG)-NORTH KARANPURA(NTPC)-1
EG-88   ER-1316-A    3000    3636.3636    400 KV GAYA(PG)-NORTH KARANPURA(NTPC)-2
EG-89   NP-7848-A    2000    6954.5455    765 KV SIDE OF RANCHI NEW(PG) 765/400 KV 1500MVA ICT-1
EG-90   NP-8756-A    3000    3636.3636    400 KV SIDE OF RANCHI NEW(PG) 765/400 KV 1500MVA ICT-1
EG-91   ER-1964-A    2000    3636.3636    400 KV PATNA(PG)-JAKKANPUR-1
EG-92   ER-1965-A    2000    3636.3636    400 KV PATNA(PG)-JAKKANPUR-2
EG-93   ER-1691-A    800     2000.0000    220 KV DALKHOLA(PG)-GAZOLE(WB)-1
EG-94   ER-1692-A    800     2000.0000    220 KV DALKHOLA(PG)-GAZOLE(WB)-2
EG-95   ER-1654-A    1600    2000.0000    220 KV NEW MELLI(PG)-TASHIDING-1
EG-96   ER-1655-A    1600    2000.0000    220 KV NEW MELLI(PG)-TASHIDING-2
EG-97   ER-1839-A    1000    3636.3636    400 KV SIDE OF MUZAFFARPUR(PG) 500 MVA ICT-4
EG-98   ER-1840-A    1600    2000.0000    220 KV SIDE OF MUZAFFARPUR(PG) 500 MVA ICT-4
EG-99   ER-1618-A    800     1200.0000    132 KV RANGPO(PG)-CHUZACHEN(GATI) LINE-2
DM-01   ER-1273-A    2500    3636.3636    400 KV DARBHANGA(DMTCL)-MUZAFFARPUR(PG)-1
DM-02   ER-1272-A    2500    3636.3636    400 KV DARBHANGA(DMTCL)-MUZAFFARPUR(PG)-2
DM-03   ER-1274-A    1000    3636.3636    400 KV HV SIDE OF 500 MVA DARBHANGA(DMTCL) ICT-1
DM-04   ER-1275-A    1000    3636.3636    400 KV HV SIDE OF 500 MVA DARBHANGA(DMTCL) ICT-2
DM-05   ER-1271-A    1600    2000.0000    220 KV LV SIDE OF 500 MVA DARBHANGA(DMTCL) ICT-1
DM-06   ER-1276-A    1600    2000.0000    220 KV LV SIDE OF 500 MVA DARBHANGA(DMTCL) ICT-2
DM-07   ER-1277-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-DARBHANGA(BSPTCL)-1
DM-08   ER-1278-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-DARBHANGA(BSPTCL)-2
DM-09   ER-1280-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-LAUKAHI(BSPTCL)-1
DM-10   ER-1960-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-LAUKAHI(BSPTCL)-2
DM-11   ER-1283-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-SAMASTIPUR(BSPTCL)
DM-12   ER-1284-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-MOTIPUR(BSPTCL)-1
DM-13   ER-1289-A    800     2000.0000    220 KV DARBHANGA(DMTCL)-MOTIPUR(BSPTCL)-2
DM-14   ER-1862-A    2500    3636.3636    400 KV MOTIHARI(DMTCL)-BARH(NTPC)-1
DM-15   ER-1849-A    2500    3636.3636    400 KV MOTIHARI(DMTCL)-BARH(NTPC)-2
DM-16   ER-1850-A    2500    3636.3636    400 KV MOTIHARI(DMTCL)-GORAKHPUR(NR)-1
DM-17   ER-1863-A    2500    3636.3636    400 KV MOTIHARI(DMTCL)-GORAKHPUR(NR)-2
DM-18   ER-1247-A    600     3636.3636    400 KV HV SIDE OF 200 MVA MOTIHARI(DMTCL) ICT-1
DM-19   ER-1243-A    600     3636.3636    400 KV HV SIDE OF 200 MVA MOTIHARI(DMTCL) ICT-2
DM-20   ER-1174-A    1000    1200.0000    132 KV LV SIDE OF 200 MVA MOTIHARI(DMTCL) ICT-1
DM-21   ER-1179-A    1000    1200.0000    132 KV LV SIDE OF 200 MVA MOTIHARI(DMTCL) ICT-2
DM-22   ER-1171-A    1000    1200.0000    132 KV MOTIHARI(DMTCL)-BETIAH(BSPTCL)-1
DM-23   ER-1177-A    1000    1200.0000    132 KV MOTIHARI(DMTCL)-BETIAH(BSPTCL)-2
DM-24   ER-1256-A    1000    1200.0000    132 KV MOTIHARI(DMTCL)-MOTIHARI(BSPTCL)-1
DM-25   ER-1258-A    1000    1200.0000    132 KV MOTIHARI(DMTCL)-MOTIHARI(BSPTCL)-2
DM-26   ER-1172-A    1000    1200.0000    132 KV MOTIHARI(DMTCL)-RAXAUL(BSPTCL)-1
DM-27   ER-1229-A    1000    1200.0000    132 KV MOTIHARI(DMTCL)-RAXAUL(BSPTCL)-2
DM-28   ER-1167-A    50      600.00000    33  KV SIDE OF 33/415 MOTIHARI(DMTCL) TERT TR
DM-29   ER-1166-A    50      600.00000    33  KV SIDE OF 33/415 DARBHANGA(DMTCL) TERT TR
DM-30   ER-1443-A    2000    3636.3636    400 KV DARBHANGA(ATL)-SAHARSHA(PMTL)-1
DM-31   ER-1441-A    2000    3636.3636    400 KV DARBHANGA(ATL)-SAHARSHA(PMTL)-2
DM-32   ER-1819-A    3000    3636.3636    400 KV HV SIDE OF 315 MVA MOTIHARI(DMTCL) ICT-3
DM-33   ER-1820-A    1600    1200.0000    132 KV HV SIDE OF 315 MVA MOTIHARI(DMTCL) ICT-3
BI-01	ER-1334-A    600     2000.0000	  220 KV BIHARSHARIF(BSPHCL)-BIHARSHARIF(PG)-1
BI-02	NP-5840-A    600     2000.0000	  220 KV BIHARSHARIF(BSPHCL)-BIHARSHARIF(PG)-2
BI-03	NP-6088-A    600     1200.0000	  132 KV PURNEA (BSPHCL) - PURNEA (PG) -1
BI-04	NP-6089-A    600     1200.0000	  132 KV PURNEA (BSPHCL) - PURNEA (PG) -2
BI-05   NP-7844-A    800     2000.0000    220 KV MADHEPURA(BSPHCL)-PURNEA(PG) LINE-1
BI-06   NP-7843-A    800     2000.0000    220 KV MADHEPURA(BSPHCL)-PURNEA(PG) LINE-2
BI-07	NP-7825-A    600     1200.0000	  132 KV SABOUR (BSPHCL) - KAHALGAON (NTPC)
BI-08   ER-1409-A    1600    2000.0000    220 KV LAUKAHI(BSPHCL)-DARBHANGA(DMTCL) LINE-1
BI-09   ER-2154-A    300     1200.0000    132 KV KAHALGAON(BSPHCL) - LALMATIA(JSEB)
BI-10	ER-2153-A    600     1200.0000	  132 KV KAHALGAON (BSPHCL) - KAHALGAON (NTPC)
BI-11   NP-6052-A    800     1200.0000    132 KV ARAH (BSPHCL) - ARAH (PG)
BI-12	NP-6067-A    600     1200.0000	  132 KV DUMRAON (BSPHCL) - ARAH (PG)
BI-13   NP-8641-A    800     2000.0000    220 KV KHAGAUL(BSPHCL) - NAUBATPUR (BGCL)-1
BI-14   NP-6060-A    800     2000.0000    220 KV KHAGAUL(BSPHCL) - NAUBATPUR (BGCL)-2
BI-15   NP-8688-A    800     2000.0000    220 KV BODHGAYA (BSPHCL)-GAYA(PG) LINE-I
BI-16   NP-7858-A    800     2000.0000    220 KV BODHGAYA(BSPHCL)- GAYA(PG) LINE-II
BI-17   NP-7449-A    600     2000.0000    220 KV DEHRI (BSPHCL)-GAYA(PG) LINE-I
BI-18   NP-7397-A    600     2000.0000    220 KV DEHRI (BSPHCL)-GAYA(PG) LINE-II
BI-19   NP-7689-A    300     1200.0000    132 KV JAGDISHPUR(BSPHCL)-ARAH(PG)-1
BI-20   ER-1868-A    600     1200.0000    132 KV BARSOI(BSPHCL) - PURNEA (PG)
BI-21   NP-6085-A    600     1200.0000    132 KV BAISI(BSPHCL) - DALKHOLA (WBSETCL)
BI-22   NP-5833-A    600     2000.0000    220 KV KHAGAUL(BSPHCL)- PATNA(PG)-3
BI-23   ER-1315-A    800     2000.0000    220 KV FATUA (BSPHCL) - PATNA(PG)
BI-24   NP-7872-A    800     2000.0000    220 KV SIPARA(BSPHCL)-PATNA(PG) LINE-I
BI-25   NP-7870-A    800     2000.0000    220 KV SIPARA(BSPHCL)-PATNA(PG) LINE-II
BI-26   NP-8669-A    600     1200.0000    132 KV JAMUI(BSPHCL) - LAKHISARAI (PG)-1
